area,floorRange,typeOfSale,price,propertyType,typeOfArea,mktSegment,Year,region
236.0,11-15,Resale,4608888,Condominium,Strata,CCR,2024,Central
92.0,01-05,Resale,1632000,Apartment,Strata,CCR,2019,Central
180.0,Ground,Resale,2658888,Terrace,Land,RCR,2021,East
61.0,01-05,Resale,1365000,Apartment,Strata,CCR,2023,Central
61.0,01-05,Resale,930000,Apartment,Strata,OCR,2023,East
152.0,11-15,Resale,3600000,Apartment,Strata,CCR,2023,Central
99.0,06-10,Resale,1868000,Apartment,Strata,CCR,2019,Central
79.0,01-05,Resale,925000,Apartment,Strata,RCR,2022,East
153.0,01-05,Resale,2300000,Apartment,Strata,CCR,2020,Central
93.0,01-05,Resale,1350000,Apartment,Strata,OCR,2023,East
174.0,01-05,Resale,3088000,Apartment,Strata,CCR,2021,Central
336.0,01-05,Resale,7800000,Condominium,Strata,CCR,2023,Central
117.0,01-05,Resale,1380000,Apartment,Strata,RCR,2024,East
128.0,01-05,Resale,2688000,Apartment,Strata,CCR,2023,Central
120.0,06-10,Resale,2400000,Apartment,Strata,CCR,2021,Central
264.4,Ground,Resale,5500000,Semi-detached,Land,OCR,2021,East
163.9,Ground,Resale,4150000,Terrace,Land,CCR,2020,Central
58.0,21-25,Resale,1880000,Apartment,Strata,CCR,2024,Central
102.0,06-10,Resale,1468000,Apartment,Strata,RCR,2021,East
221.6,Ground,Sub Sale,4200000,Terrace,Land,OCR,2020,East
63.0,06-10,New Sale,2035000,Apartment,Strata,CCR,2024,Central
161.0,11-15,Resale,3220000,Condominium,Strata,RCR,2024,East
256.0,21-25,Resale,7500000,Apartment,Strata,CCR,2020,Central
524.9,Ground,Resale,7800000,Detached,Land,OCR,2020,East
140.0,01-05,Resale,3000000,Apartment,Strata,CCR,2023,Central
261.0,16-20,Resale,5800000,Condominium,Strata,CCR,2024,Central
171.0,01-05,Resale,3600000,Apartment,Strata,CCR,2020,Central
109.0,06-10,New Sale,3218000,Apartment,Strata,CCR,2021,Central
64.0,01-05,Resale,790000,Apartment,Strata,RCR,2023,Central
1320.2,Ground,Resale,32800000,Detached,Land,CCR,2023,Central
298.0,11-15,Resale,5100000,Apartment,Strata,CCR,2020,Central
95.0,11-15,Resale,1770000,Condominium,Strata,RCR,2023,East
86.0,11-15,Resale,2170000,Apartment,Strata,CCR,2024,Central
71.0,01-05,New Sale,2630130,Apartment,Strata,CCR,2019,Central
48.0,01-05,Resale,925000,Apartment,Strata,CCR,2024,Central
122.0,06-10,Resale,2178000,Apartment,Strata,CCR,2019,Central
37.0,01-05,Resale,660000,Apartment,Strata,OCR,2024,East
142.0,01-05,Resale,1365000,Apartment,Strata,RCR,2020,East
126.0,01-05,Resale,2400000,Apartment,Strata,CCR,2024,Central
141.0,01-05,Resale,2850000,Apartment,Strata,CCR,2023,Central
409.2,Ground,Resale,4888000,Semi-detached,Land,OCR,2021,East
273.0,Ground,Resale,3900000,Semi-detached,Land,RCR,2019,Central
92.0,01-05,Resale,1050000,Apartment,Strata,RCR,2020,Central
58.0,01-05,Resale,1098888,Apartment,Strata,RCR,2024,Central
404.9,Ground,Resale,9300000,Detached,Land,CCR,2021,Central
177.0,11-15,Resale,3000000,Condominium,Strata,CCR,2024,Central
351.2,Ground,Resale,6050000,Semi-detached,Land,CCR,2021,Central
101.0,11-15,Resale,1790000,Apartment,Strata,RCR,2023,East
130.7,Ground,Resale,2770000,Terrace,Land,RCR,2020,East
65.0,01-05,Resale,1000000,Apartment,Strata,CCR,2020,Central
229.0,06-10,Resale,2420000,Apartment,Strata,RCR,2021,East
95.0,01-05,Resale,900000,Apartment,Strata,RCR,2019,Central
87.0,01-05,Resale,2100000,Apartment,Strata,CCR,2024,Central
146.0,06-10,Resale,3300000,Apartment,Strata,CCR,2024,Central
55.0,01-05,Sub Sale,1065000,Condominium,Strata,RCR,2024,East
182.0,01-05,Resale,2250000,Apartment,Strata,OCR,2024,East
93.0,01-05,Resale,1950000,Apartment,Strata,CCR,2019,Central
59.0,11-15,Resale,1320000,Apartment,Strata,CCR,2024,Central
222.8,Ground,Resale,3500000,Semi-detached,Land,CCR,2024,Central
108.0,01-05,Resale,1280000,Apartment,Strata,CCR,2019,Central
119.0,06-10,Resale,2320000,Apartment,Strata,RCR,2024,East
232.0,Ground,Resale,3575000,Strata Terrace,Strata,CCR,2023,Central
1446.3,Ground,Resale,28500000,Detached,Land,CCR,2020,Central
232.0,11-15,Resale,4000000,Condominium,Strata,CCR,2019,Central
98.0,16-20,Resale,2260000,Apartment,Strata,CCR,2024,Central
237.0,16-20,Resale,6050000,Condominium,Strata,CCR,2020,Central
96.0,26-30,Resale,2550000,Apartment,Strata,CCR,2024,Central
117.0,01-05,Resale,1800000,Condominium,Strata,OCR,2023,East
94.0,01-05,Resale,1100000,Apartment,Strata,OCR,2024,East
150.0,01-05,Resale,2180000,Apartment,Strata,CCR,2020,Central
376.2,Ground,Resale,8580000,Semi-detached,Land,CCR,2023,Central
196.2,Ground,Resale,5300000,Terrace,Land,CCR,2023,Central
427.0,Ground,Resale,5188000,Strata Semi-detached,Strata,CCR,2023,Central
50.0,06-10,New Sale,999352,Apartment,Strata,RCR,2019,Central
445.5,Ground,Resale,6450000,Detached,Land,OCR,2020,East
137.0,01-05,Resale,2650000,Condominium,Strata,OCR,2023,East
520.3,Ground,Resale,9500000,Detached,Land,RCR,2023,North-East
100.0,01-05,Resale,1210000,Apartment,Strata,OCR,2019,East
80.0,01-05,Resale,1306000,Apartment,Strata,OCR,2023,North-East
92.0,01-05,Resale,1700000,Apartment,Strata,OCR,2024,East
68.0,01-05,Sub Sale,1380000,Apartment,Strata,OCR,2024,East
93.0,01-05,Resale,1330800,Apartment,Strata,OCR,2024,East
130.0,01-05,Resale,2530000,Condominium,Strata,RCR,2023,Central
402.8,Ground,Resale,7980000,Detached,Land,RCR,2023,Central
92.0,11-15,Resale,1290000,Executive Condominium,Strata,OCR,2023,North-East
131.0,Ground,Resale,2080000,Strata Terrace,Strata,OCR,2024,East
88.0,01-05,Resale,1200000,Apartment,Strata,OCR,2019,East
237.0,01-05,Resale,3680000,Condominium,Strata,OCR,2023,East
38.0,01-05,Resale,640000,Apartment,Strata,OCR,2024,East
160.9,Ground,Resale,2688888,Terrace,Land,OCR,2019,East
155.0,01-05,Resale,1720000,Apartment,Strata,RCR,2021,East
169.8,Ground,Resale,2580000,Terrace,Land,OCR,2021,East
178.0,Ground,Resale,1850000,Strata Terrace,Strata,OCR,2020,East
182.0,Ground,Resale,4468000,Terrace,Land,OCR,2024,North-East
92.0,01-05,Resale,1080000,Condominium,Strata,OCR,2023,East
356.0,Ground,Resale,3100000,Strata Terrace,Strata,OCR,2022,East
52.0,01-05,Resale,1082000,Apartment,Strata,OCR,2023,North-East
294.8,Ground,Resale,3880000,Semi-detached,Land,RCR,2019,Central
366.5,Ground,Resale,5480000,Semi-detached,Land,RCR,2021,Central
377.1,Ground,Resale,5700000,Terrace,Land,OCR,2023,North-East
150.0,Ground,Resale,2900000,Terrace,Land,OCR,2020,East
150.4,Ground,Resale,2480000,Terrace,Land,OCR,2023,East
217.0,06-10,Resale,3750000,Condominium,Strata,RCR,2024,East
152.0,06-10,Resale,2620000,Condominium,Strata,RCR,2020,East
346.9,Ground,Resale,4680000,Terrace,Land,OCR,2024,East
88.0,01-05,New Sale,1630530,Apartment,Strata,RCR,2019,East
196.0,11-15,Resale,3920000,Condominium,Strata,OCR,2024,East
152.4,Ground,Resale,1700000,Terrace,Land,OCR,2020,North-East
118.0,01-05,Resale,1850000,Condominium,Strata,OCR,2024,North-East
355.0,Ground,Resale,3700000,Semi-detached,Land,OCR,2020,North-East
152.4,Ground,Resale,2490000,Terrace,Land,OCR,2024,North-East
344.1,Ground,Resale,5088888,Semi-detached,Land,OCR,2024,East
201.8,Ground,Resale,2550000,Terrace,Land,OCR,2021,North-East
150.0,16-20,Resale,3450000,Condominium,Strata,RCR,2024,East
82.0,01-05,Resale,1408888,Apartment,Strata,RCR,2024,East
96.0,01-05,Resale,1300000,Condominium,Strata,OCR,2024,East
1517.9,Ground,Resale,13561370,Detached,Land,OCR,2019,North-East
95.0,01-05,Resale,1480000,Apartment,Strata,RCR,2023,East
140.0,Ground,Resale,1530000,Condominium,Strata,OCR,2020,North-East
150.9,Ground,Resale,3500000,Terrace,Land,OCR,2023,North-East
96.0,01-05,Resale,1260000,Apartment,Strata,OCR,2024,North-East
164.9,Ground,Resale,2338000,Terrace,Land,OCR,2020,East
141.5,Ground,Resale,4388888,Terrace,Land,OCR,2023,North-East
201.0,Ground,Resale,2630000,Strata Terrace,Strata,OCR,2023,North-East
177.1,Ground,Resale,2128000,Terrace,Land,OCR,2021,East
91.0,01-05,Resale,1160000,Apartment,Strata,OCR,2019,East
173.0,01-05,Resale,2200000,Apartment,Strata,OCR,2023,North-East
150.0,Ground,Resale,3475000,Terrace,Land,OCR,2024,North-East
282.0,Ground,Resale,2136888,Strata Terrace,Strata,OCR,2023,East
47.0,11-15,Sub Sale,1038000,Apartment,Strata,OCR,2024,North-East
270.0,06-10,Resale,2200000,Apartment,Strata,RCR,2021,Central
149.9,Ground,Resale,3720000,Terrace,Land,RCR,2021,East
69.0,01-05,Resale,1050000,Apartment,Strata,OCR,2023,East
341.0,Ground,Resale,2200000,Strata Detached,Strata,OCR,2020,North-East
115.0,06-10,Resale,2250000,Condominium,Strata,OCR,2023,East
109.0,01-05,Resale,1190000,Apartment,Strata,OCR,2019,East
55.0,01-05,Resale,600000,Apartment,Strata,OCR,2020,North-East
696.8,Ground,Resale,8348000,Detached,Land,OCR,2024,East
190.5,Ground,Resale,2350000,Terrace,Land,OCR,2019,North-East
113.0,06-10,Resale,1800000,Condominium,Strata,RCR,2024,East
133.0,01-05,Resale,1780000,Apartment,Strata,OCR,2024,East
115.0,01-05,Resale,2150000,Condominium,Strata,OCR,2024,East
47.0,01-05,Resale,713000,Apartment,Strata,RCR,2024,Central
195.3,Ground,Resale,3680000,Terrace,Land,RCR,2024,East
199.0,Ground,Resale,2140000,Strata Terrace,Strata,OCR,2023,North-East
46.0,01-05,Resale,940000,Apartment,Strata,RCR,2023,Central
239.8,Ground,Resale,5200000,Semi-detached,Land,RCR,2023,Central
62.0,06-10,Resale,1100000,Apartment,Strata,RCR,2023,East
159.7,Ground,Resale,1750000,Terrace,Land,RCR,2019,Central
62.0,01-05,Resale,1010000,Apartment,Strata,RCR,2023,East
1530.5,Ground,Resale,17600000,Detached,Land,RCR,2020,North-East
129.0,01-05,Resale,1900000,Condominium,Strata,OCR,2023,Central
367.0,Ground,Resale,3900000,Strata Semi-detached,Strata,RCR,2023,North-East
284.2,Ground,Resale,6300000,Terrace,Land,OCR,2024,North-East
214.2,Ground,Resale,3100000,Semi-detached,Land,RCR,2023,Central
93.0,16-20,Resale,1800000,Condominium,Strata,RCR,2024,North-East
315.9,Ground,Resale,9168000,Semi-detached,Land,RCR,2024,East
438.0,01-05,Resale,1950000,Strata Detached,Strata,OCR,2019,East
67.0,01-05,Resale,1200000,Apartment,Strata,RCR,2024,East
91.0,01-05,Resale,870000,Condominium,Strata,OCR,2020,East
93.0,01-05,Resale,1320000,Apartment,Strata,OCR,2022,East
151.9,Ground,Resale,3500000,Terrace,Land,OCR,2023,North-East
881.6,Ground,Resale,18800000,Detached,Land,RCR,2024,Central
322.5,Ground,Resale,4600000,Semi-detached,Land,OCR,2020,East
52.0,01-05,Resale,840000,Apartment,Strata,OCR,2023,East
331.3,Ground,Resale,4380000,Semi-detached,Land,OCR,2021,East
125.0,01-05,Resale,2000000,Apartment,Strata,RCR,2024,East
177.0,01-05,Resale,2500000,Apartment,Strata,OCR,2023,North-East
217.6,Ground,Resale,2580000,Semi-detached,Land,OCR,2021,East
85.0,01-05,Resale,1415000,Condominium,Strata,OCR,2023,North-East
463.9,Ground,Resale,5000000,Detached,Land,OCR,2021,North-East
130.0,01-05,Resale,1355000,Apartment,Strata,OCR,2024,East
63.0,01-05,Resale,1280000,Apartment,Strata,RCR,2024,East
81.0,01-05,Resale,1040000,Apartment,Strata,RCR,2020,East
54.0,01-05,Resale,670000,Apartment,Strata,RCR,2019,East
120.0,Ground,Resale,1070000,Condominium,Strata,OCR,2024,Central
262.0,Ground,Resale,2863000,Terrace,Land,OCR,2021,East
170.0,Ground,New Sale,5657250,Terrace,Land,OCR,2023,North-East
237.7,Ground,Resale,2068000,Semi-detached,Land,OCR,2019,North-East
70.0,01-05,Resale,1190000,Apartment,Strata,RCR,2024,East
152.3,Ground,Resale,3050000,Terrace,Land,OCR,2020,East
125.0,01-05,Resale,1690000,Condominium,Strata,OCR,2024,East
270.5,Ground,New Sale,6288889,Semi-detached,Land,OCR,2024,East
33.0,01-05,Resale,600000,Apartment,Strata,OCR,2020,North-East
119.0,Ground,Resale,2500000,Terrace,Land,OCR,2024,North-East
478.0,Ground,Resale,3228000,Strata Detached,Strata,OCR,2021,East
567.4,Ground,Resale,10000000,Detached,Land,RCR,2024,East
71.0,01-05,Resale,1250000,Apartment,Strata,RCR,2023,East
53.0,01-05,Resale,672000,Apartment,Strata,OCR,2019,East
75.0,01-05,Resale,960000,Condominium,Strata,OCR,2024,East
126.0,01-05,Resale,2418888,Apartment,Strata,RCR,2024,East
41.0,01-05,Resale,955000,Apartment,Strata,OCR,2023,East
520.0,Ground,Resale,4380000,Strata Terrace,Strata,RCR,2024,Central
91.0,01-05,New Sale,2415000,Apartment,Strata,RCR,2024,East
182.9,Ground,Resale,1900000,Terrace,Land,OCR,2021,East
298.1,Ground,Resale,525000,Semi-detached,Land,OCR,2024,East
185.8,Ground,Resale,2600000,Terrace,Land,OCR,2020,North-East
510.0,01-05,Resale,6280000,Apartment,Strata,OCR,2023,North-East
214.1,Ground,Resale,3700000,Terrace,Land,OCR,2024,North-East
42.0,16-20,Resale,790000,Apartment,Strata,RCR,2023,East
88.0,01-05,Resale,1388888,Apartment,Strata,OCR,2024,East
267.4,Ground,Resale,3458888,Terrace,Land,OCR,2024,North-East
97.5,Ground,Resale,1300000,Terrace,Land,RCR,2020,North-East
191.0,01-05,Resale,2500000,Apartment,Strata,RCR,2023,East
150.0,Ground,Resale,2300000,Terrace,Land,OCR,2023,East
322.9,Ground,Resale,4700000,Semi-detached,Land,OCR,2024,East
150.0,Ground,Resale,2232000,Terrace,Land,OCR,2019,East
106.0,06-10,Resale,1768000,Condominium,Strata,OCR,2024,North-East
551.0,Ground,Resale,4000000,Strata Detached,Strata,RCR,2021,East
305.4,Ground,Resale,3700000,Semi-detached,Land,OCR,2020,East
71.0,11-15,Resale,1120000,Condominium,Strata,OCR,2024,North-East
88.0,06-10,Resale,1245000,Condominium,Strata,OCR,2024,North-East
266.7,Ground,Resale,4100000,Semi-detached,Land,OCR,2019,East
92.0,01-05,Resale,1980000,Condominium,Strata,RCR,2024,Central
559.7,Ground,Resale,8100000,Detached,Land,OCR,2023,North-East
98.0,01-05,Resale,930000,Apartment,Strata,OCR,2020,North-East
358.1,Ground,Resale,1450000,Semi-detached,Land,OCR,2019,East
220.4,Ground,Resale,3750000,Terrace,Land,RCR,2019,Central
203.8,Ground,Resale,4000000,Detached,Land,OCR,2023,North-East
92.0,01-05,Resale,1308000,Apartment,Strata,OCR,2024,East
96.0,01-05,Resale,1588888,Apartment,Strata,OCR,2023,East
73.0,01-05,New Sale,1894000,Apartment,Strata,RCR,2024,East
220.4,Ground,Resale,3168000,Terrace,Land,OCR,2021,North-East
98.0,06-10,Resale,1868888,Condominium,Strata,OCR,2023,North-East
127.0,01-05,Sub Sale,2280000,Condominium,Strata,OCR,2024,East
32.0,01-05,Resale,538000,Apartment,Strata,RCR,2020,East
39.0,06-10,Resale,858000,Apartment,Strata,RCR,2024,East
207.6,Ground,Resale,3400000,Terrace,Land,OCR,2020,East
67.0,11-15,Resale,1250000,Condominium,Strata,OCR,2023,North-East
68.0,01-05,Resale,880000,Condominium,Strata,RCR,2019,East
75.0,01-05,Resale,1185000,Condominium,Strata,OCR,2024,North-East
121.0,01-05,Resale,1428000,Condominium,Strata,OCR,2023,East
162.0,26-30,Resale,3180000,Condominium,Strata,RCR,2024,North-East
452.3,Ground,Resale,1650000,Semi-detached,Land,OCR,2021,East
133.0,06-10,Resale,2250000,Condominium,Strata,OCR,2024,North-East
90.0,01-05,New Sale,2077000,Apartment,Strata,OCR,2022,East
104.0,01-05,Resale,1430000,Apartment,Strata,RCR,2023,East
275.3,Ground,Resale,4100000,Semi-detached,Land,RCR,2020,Central
311.1,Ground,Resale,4000000,Semi-detached,Land,OCR,2019,North-East
521.8,Ground,Resale,10028000,Detached,Land,RCR,2023,East
150.2,Ground,Resale,4500000,Terrace,Land,OCR,2024,East
163.9,Ground,Resale,3700000,Terrace,Land,OCR,2023,East
129.0,01-05,Resale,1560000,Apartment,Strata,RCR,2019,East
184.0,01-05,Resale,1913888,Apartment,Strata,RCR,2020,East
125.0,01-05,Resale,1490000,Apartment,Strata,OCR,2021,East
112.0,06-10,Resale,1650000,Condominium,Strata,OCR,2024,East
104.0,01-05,Resale,1100000,Apartment,Strata,OCR,2024,East
67.0,01-05,Resale,1436888,Condominium,Strata,RCR,2023,Central
195.3,Ground,Resale,3800000,Terrace,Land,OCR,2024,East
90.0,11-15,Resale,2076888,Apartment,Strata,RCR,2024,East
131.0,01-05,Resale,2038800,Condominium,Strata,OCR,2023,Central
304.0,Ground,Resale,3085000,Strata Terrace,Strata,OCR,2023,North-East
112.0,01-05,Resale,1250000,Condominium,Strata,OCR,2024,East
467.6,Ground,Resale,6680000,Detached,Land,OCR,2021,North-East
74.0,01-05,Resale,1400000,Apartment,Strata,OCR,2023,North-East
402.0,Ground,Resale,3950000,Strata Detached,Strata,RCR,2021,East
41.0,01-05,Resale,680000,Apartment,Strata,OCR,2023,North-East
92.0,01-05,New Sale,2083200,Apartment,Strata,OCR,2024,East
168.9,Ground,Resale,2750000,Terrace,Land,OCR,2021,North-East
65.0,01-05,Resale,1220000,Apartment,Strata,OCR,2023,East
41.0,01-05,Resale,745000,Apartment,Strata,OCR,2024,East
359.0,Ground,Resale,2250000,Strata Semi-detached,Strata,OCR,2021,North-East
97.0,01-05,Resale,1400000,Apartment,Strata,OCR,2024,East
154.3,Ground,Resale,3825000,Terrace,Land,OCR,2020,East
129.0,11-15,Resale,2260000,Condominium,Strata,RCR,2024,East
71.0,16-20,Resale,1930000,Apartment,Strata,OCR,2024,East
79.0,01-05,Resale,890000,Apartment,Strata,OCR,2020,North-East
76.0,01-05,Resale,1289624,Apartment,Strata,OCR,2020,North-East
113.0,01-05,Resale,1200000,Apartment,Strata,OCR,2021,North-East
312.6,Ground,Resale,5380000,Terrace,Land,OCR,2021,North-East
52.0,06-10,Resale,860000,Condominium,Strata,OCR,2024,East
224.2,Ground,Resale,3300000,Semi-detached,Land,OCR,2023,North-East
319.9,Ground,Resale,5950000,Semi-detached,Land,RCR,2021,East
98.0,01-05,Resale,1055000,Apartment,Strata,OCR,2020,North-East
311.4,Ground,Resale,4350000,Semi-detached,Land,RCR,2019,East
126.0,01-05,Resale,1468000,Apartment,Strata,RCR,2019,East
107.0,11-15,Resale,1620000,Condominium,Strata,OCR,2023,East
274.0,Ground,Resale,2220000,Strata Terrace,Strata,OCR,2019,East
143.0,16-20,Resale,1600000,Apartment,Strata,RCR,2024,Central
98.0,01-05,New Sale,1231000,Executive Condominium,Strata,OCR,2020,North-East
171.0,01-05,Resale,1600000,Apartment,Strata,RCR,2020,East
416.9,Ground,Resale,4380000,Semi-detached,Land,OCR,2021,East
60.0,01-05,Resale,1150000,Apartment,Strata,RCR,2023,East
123.0,Ground,Resale,1150000,Condominium,Strata,OCR,2019,East
103.0,11-15,Sub Sale,3200000,Condominium,Strata,RCR,2024,East
317.0,Ground,Resale,5380000,Semi-detached,Land,OCR,2024,East
115.0,01-05,Resale,1675000,Apartment,Strata,OCR,2021,East
242.7,Ground,Resale,3380000,Terrace,Land,OCR,2024,East
75.0,01-05,Resale,1088000,Apartment,Strata,OCR,2024,North-East
401.6,Ground,Resale,10330000,Detached,Land,RCR,2022,East
356.0,Ground,Resale,2400000,Strata Terrace,Strata,OCR,2020,North-East
106.0,01-05,Resale,1160000,Apartment,Strata,OCR,2020,East
169.0,Ground,Resale,2200000,Strata Terrace,Strata,RCR,2023,Central
415.7,Ground,Resale,3000000,Detached,Land,OCR,2019,North-East
94.0,06-10,Resale,1110000,Executive Condominium,Strata,OCR,2023,East
114.0,01-05,Resale,1518000,Condominium,Strata,OCR,2024,East
41.0,06-10,Resale,755000,Condominium,Strata,OCR,2023,East
101.0,01-05,Resale,1500000,Apartment,Strata,OCR,2022,East
309.7,Ground,Resale,4800000,Semi-detached,Land,OCR,2023,East
245.9,Ground,Resale,4350000,Semi-detached,Land,RCR,2021,Central
119.0,01-05,Resale,1480000,Condominium,Strata,OCR,2024,East
123.0,01-05,Resale,1400000,Executive Condominium,Strata,OCR,2024,East
117.4,Ground,Resale,3880000,Terrace,Land,RCR,2023,East
149.0,01-05,Resale,1600000,Apartment,Strata,OCR,2023,North-East
130.0,01-05,Resale,1780000,Condominium,Strata,OCR,2024,North-East
117.5,Ground,Resale,2650000,Terrace,Land,OCR,2023,North-East
144.5,Ground,Resale,3260000,Terrace,Land,RCR,2023,East
91.0,01-05,Resale,1030000,Apartment,Strata,OCR,2023,North-East
105.0,01-05,New Sale,1939888,Apartment,Strata,OCR,2021,East
92.0,01-05,Resale,980000,Condominium,Strata,OCR,2023,East
131.0,01-05,Resale,1410000,Apartment,Strata,RCR,2020,East
100.0,01-05,Resale,1660000,Condominium,Strata,OCR,2023,East
146.0,01-05,Resale,2060000,Apartment,Strata,RCR,2023,East
150.0,01-05,Resale,1520000,Apartment,Strata,OCR,2020,North-East
90.7,Ground,Resale,1850000,Terrace,Land,RCR,2021,North-East
131.0,01-05,Resale,1975000,Apartment,Strata,OCR,2023,North-East
393.4,Ground,Resale,4530000,Detached,Land,OCR,2021,North-East
204.0,01-05,Resale,3665000,Condominium,Strata,OCR,2024,East
108.0,01-05,Resale,1000000,Apartment,Strata,OCR,2019,North-East
520.3,Ground,Resale,7850000,Detached,Land,RCR,2021,North-East
118.6,Ground,Resale,1680000,Terrace,Land,OCR,2020,North-East
222.6,Ground,Resale,2320000,Terrace,Land,OCR,2024,East
116.0,01-05,Resale,1780000,Condominium,Strata,OCR,2024,East
405.2,Ground,Resale,5415000,Detached,Land,OCR,2021,East
50.0,01-05,Resale,849000,Apartment,Strata,OCR,2023,North-East
318.3,Ground,Resale,8000000,Semi-detached,Land,RCR,2024,East
95.0,01-05,New Sale,1934000,Apartment,Strata,OCR,2024,East
798.2,Ground,Resale,10000000,Detached,Land,OCR,2020,Central
173.5,Ground,Resale,3200000,Terrace,Land,OCR,2023,East
142.1,Ground,Resale,1970000,Terrace,Land,OCR,2019,North-East
152.0,01-05,Resale,2250000,Condominium,Strata,OCR,2024,North-East
387.0,Ground,Resale,3000000,Strata Semi-detached,Strata,OCR,2023,North-East
137.0,01-05,Resale,1678888,Apartment,Strata,RCR,2019,East
155.0,01-05,Resale,2000000,Apartment,Strata,OCR,2021,North-East
63.0,01-05,Resale,1510000,Condominium,Strata,RCR,2024,East
82.0,01-05,Resale,1260000,Apartment,Strata,RCR,2020,East
607.8,Ground,Resale,9050000,Detached,Land,OCR,2021,Central
134.0,01-05,Resale,2400000,Apartment,Strata,RCR,2024,East
157.0,01-05,Resale,1900000,Apartment,Strata,OCR,2022,East
110.0,01-05,Resale,1900000,Apartment,Strata,OCR,2024,East
200.0,Ground,New Sale,4280000,Terrace,Land,OCR,2021,North-East
198.5,Ground,Resale,4630000,Terrace,Land,OCR,2024,North-East
135.0,16-20,Resale,1580000,Apartment,Strata,RCR,2023,North-East
82.0,01-05,Resale,1060000,Apartment,Strata,OCR,2023,North-East
96.0,01-05,Resale,1410000,Apartment,Strata,OCR,2024,North-East
67.0,01-05,Resale,1130000,Apartment,Strata,RCR,2021,East
150.7,Ground,Resale,5000000,Terrace,Land,OCR,2024,North-East
112.0,01-05,Resale,1720000,Apartment,Strata,RCR,2024,East
167.0,01-05,Resale,2360000,Apartment,Strata,OCR,2023,East
309.1,Ground,Resale,2770000,Semi-detached,Land,OCR,2020,East
422.0,Ground,Resale,3770000,Strata Semi-detached,Strata,OCR,2024,North-East
327.4,Ground,Resale,7700000,Semi-detached,Land,RCR,2024,North-East
123.0,01-05,Resale,1538000,Apartment,Strata,OCR,2019,East
154.0,Ground,Resale,1600000,Condominium,Strata,OCR,2019,East
222.9,Ground,Resale,2400000,Terrace,Land,OCR,2020,East
591.9,Ground,Resale,7000000,Detached,Land,OCR,2020,Central
282.2,Ground,Resale,4208000,Terrace,Land,OCR,2021,East
156.1,Ground,Resale,2700000,Terrace,Land,OCR,2021,East
122.0,11-15,Resale,2230000,Condominium,Strata,OCR,2023,East
53.0,11-15,Resale,1370000,Condominium,Strata,RCR,2024,East
89.0,01-05,Resale,1085000,Condominium,Strata,OCR,2024,East
114.0,01-05,Resale,1810000,Apartment,Strata,RCR,2024,East
320.9,Ground,Resale,3000000,Semi-detached,Land,OCR,2022,North-East
125.0,01-05,Resale,1680000,Apartment,Strata,RCR,2022,Central
139.0,01-05,Resale,2200000,Condominium,Strata,OCR,2023,North-East
464.0,Ground,Resale,3100000,Strata Terrace,Strata,OCR,2020,North-East
221.8,Ground,Resale,5200000,Semi-detached,Land,RCR,2024,Central
162.6,Ground,Resale,3250000,Terrace,Land,OCR,2020,East
120.0,16-20,Resale,1780000,Apartment,Strata,RCR,2020,East
95.0,01-05,Resale,1005000,Condominium,Strata,OCR,2024,East
122.0,01-05,Resale,1210000,Apartment,Strata,OCR,2022,North-East
165.0,01-05,Resale,1650000,Apartment,Strata,RCR,2020,East
90.0,01-05,Resale,1220000,Apartment,Strata,OCR,2021,East
75.0,01-05,Resale,1440000,Apartment,Strata,OCR,2023,East
80.0,01-05,Sub Sale,1830000,Condominium,Strata,OCR,2024,Central
74.0,01-05,Resale,945000,Apartment,Strata,OCR,2021,North-East
298.4,Ground,Resale,4450000,Semi-detached,Land,OCR,2023,North-East
71.0,01-05,Resale,1068888,Apartment,Strata,OCR,2024,North-East
181.8,Ground,Resale,3450000,Terrace,Land,OCR,2021,East
343.4,Ground,Resale,3900000,Semi-detached,Land,OCR,2024,East
484.2,Ground,Resale,6200000,Semi-detached,Land,OCR,2023,North-East
138.0,01-05,Resale,1700000,Apartment,Strata,OCR,2021,East
160.8,Ground,Resale,3950000,Terrace,Land,OCR,2023,East
148.0,11-15,Resale,2820000,Condominium,Strata,RCR,2023,North-East
87.0,16-20,Resale,1370000,Condominium,Strata,OCR,2023,East
463.4,Ground,Resale,11438000,Semi-detached,Land,RCR,2022,East
111.0,06-10,Resale,1830000,Condominium,Strata,RCR,2024,North-East
175.4,Ground,Resale,3300000,Terrace,Land,OCR,2023,North-East
72.0,01-05,Resale,938000,Apartment,Strata,OCR,2019,East
70.0,01-05,Resale,1190000,Apartment,Strata,RCR,2023,East
124.0,01-05,Resale,1500000,Condominium,Strata,OCR,2024,East
79.0,01-05,Resale,1300000,Apartment,Strata,RCR,2023,East
129.0,01-05,Resale,1500000,Apartment,Strata,OCR,2020,East
164.2,Ground,Resale,3686253,Terrace,Land,OCR,2021,East
151.6,Ground,Resale,2300000,Terrace,Land,OCR,2023,East
202.0,01-05,Resale,1450000,Apartment,Strata,OCR,2020,East
308.1,Ground,Resale,4850000,Semi-detached,Land,OCR,2023,North-East
355.0,01-05,Resale,4680000,Apartment,Strata,OCR,2021,North-East
264.4,Ground,Resale,3500000,Terrace,Land,OCR,2021,East
115.0,01-05,Resale,1500000,Apartment,Strata,OCR,2021,North-East
86.0,01-05,Resale,1050000,Apartment,Strata,OCR,2021,East
