area,floorRange,typeOfSale,price,propertyType,typeOfArea,mktSegment,Year,region
136.0,01-05,Resale,2060000,Apartment,Strata,OCR,2023,East
184.6,Ground,Resale,4100000,Terrace,Land,RCR,2024,Central
115.0,01-05,Resale,1055000,Condominium,Strata,OCR,2021,East
113.0,06-10,Resale,1818000,Condominium,Strata,OCR,2023,North-East
102.0,01-05,Resale,1750000,Condominium,Strata,OCR,2024,North-East
119.0,06-10,Resale,1900000,Apartment,Strata,RCR,2020,East
221.5,Ground,Resale,3100000,Terrace,Land,OCR,2019,North-East
164.5,Ground,Resale,3200000,Terrace,Land,RCR,2022,East
307.1,Ground,Resale,5700000,Semi-detached,Land,OCR,2024,North-East
208.2,Ground,Resale,3900000,Terrace,Land,OCR,2023,North-East
311.4,Ground,Resale,5000000,Semi-detached,Land,OCR,2024,East
114.0,01-05,Resale,1400000,Apartment,Strata,OCR,2020,North-East
83.0,01-05,Resale,1380000,Condominium,Strata,OCR,2020,East
53.0,06-10,Resale,980000,Apartment,Strata,RCR,2024,East
497.0,Ground,Resale,3058000,Strata Terrace,Strata,OCR,2021,North-East
103.0,01-05,Resale,1680000,Condominium,Strata,RCR,2024,Central
207.0,Ground,Resale,2200000,Strata Terrace,Strata,RCR,2020,East
168.3,Ground,Resale,2728000,Terrace,Land,OCR,2020,North-East
49.0,01-05,Resale,801000,Apartment,Strata,RCR,2024,East
146.0,01-05,Resale,1600000,Apartment,Strata,OCR,2021,East
144.0,01-05,Resale,2680000,Apartment,Strata,OCR,2023,East
162.7,Ground,Resale,4050000,Terrace,Land,RCR,2023,East
1230.0,Ground,Resale,18600000,Strata Terrace,Strata,OCR,2021,East
101.0,01-05,Resale,1550000,Apartment,Strata,OCR,2020,East
181.0,01-05,Resale,3350000,Condominium,Strata,RCR,2024,East
141.0,06-10,Resale,2100000,Condominium,Strata,RCR,2024,North-East
227.6,Ground,Resale,5380000,Semi-detached,Land,RCR,2022,East
122.0,11-15,Resale,1818000,Condominium,Strata,RCR,2023,North-East
431.2,Ground,Resale,3000000,Terrace,Land,OCR,2019,East
260.7,Ground,Resale,4368000,Terrace,Land,OCR,2024,North-East
156.5,Ground,Resale,3800000,Terrace,Land,OCR,2024,North-East
526.4,Ground,Resale,5119000,Semi-detached,Land,OCR,2020,East
67.0,06-10,Resale,1090000,Condominium,Strata,OCR,2024,East
178.0,01-05,Resale,1580000,Apartment,Strata,OCR,2019,North-East
215.0,01-05,Resale,2900000,Apartment,Strata,RCR,2023,East
223.1,Ground,Resale,3850000,Terrace,Land,RCR,2021,East
572.3,Ground,Resale,6250000,Detached,Land,OCR,2022,North-East
135.0,01-05,Resale,1880000,Apartment,Strata,RCR,2024,East
253.8,Ground,Resale,3820000,Terrace,Land,RCR,2019,Central
317.1,Ground,Resale,3880000,Semi-detached,Land,OCR,2021,North-East
175.5,Ground,Resale,3100000,Terrace,Land,OCR,2020,North-East
353.1,Ground,Resale,7200000,Semi-detached,Land,OCR,2024,East
279.0,Ground,New Sale,9300000,Semi-detached,Land,RCR,2024,East
394.4,Ground,Resale,3200000,Semi-detached,Land,OCR,2021,East
170.0,01-05,Resale,1670000,Apartment,Strata,OCR,2020,North-East
230.2,Ground,Resale,4200000,Terrace,Land,RCR,2024,East
163.3,Ground,Resale,3705000,Terrace,Land,RCR,2023,East
271.8,Ground,Resale,3230000,Terrace,Land,OCR,2020,North-East
55.0,01-05,Resale,910000,Apartment,Strata,OCR,2024,North-East
276.0,Ground,Resale,2060000,Strata Terrace,Strata,OCR,2020,North-East
204.7,Ground,Resale,4550000,Terrace,Land,RCR,2021,East
81.0,01-05,Resale,1440000,Apartment,Strata,RCR,2024,East
483.0,Ground,Resale,5400000,Detached,Land,OCR,2024,North-East
255.0,16-20,Resale,3010000,Condominium,Strata,RCR,2024,North-East
170.2,Ground,Resale,3960000,Terrace,Land,OCR,2023,East
328.0,01-05,Resale,5400000,Condominium,Strata,RCR,2024,East
278.7,Ground,Resale,10100000,Semi-detached,Land,RCR,2023,Central
95.0,11-15,Resale,1800000,Condominium,Strata,RCR,2023,East
144.0,01-05,Resale,1700000,Executive Condominium,Strata,OCR,2024,North-East
89.0,11-15,Resale,1488888,Condominium,Strata,RCR,2024,Central
162.0,Ground,Resale,4550000,Terrace,Land,OCR,2024,East
320.0,01-05,Resale,3500000,Apartment,Strata,OCR,2021,East
74.0,01-05,Resale,1020000,Apartment,Strata,OCR,2021,East
98.0,01-05,Resale,1680000,Apartment,Strata,OCR,2024,East
385.1,Ground,Resale,6675000,Semi-detached,Land,OCR,2024,East
129.0,01-05,Resale,1328000,Executive Condominium,Strata,OCR,2024,East
96.0,01-05,Resale,1300000,Apartment,Strata,OCR,2019,East
94.0,01-05,Resale,1300000,Apartment,Strata,OCR,2023,North-East
1006.2,Ground,Resale,9680000,Detached,Land,OCR,2020,North-East
119.0,01-05,Resale,1068000,Apartment,Strata,OCR,2019,North-East
167.0,01-05,Resale,1950000,Apartment,Strata,OCR,2023,North-East
252.6,Ground,Resale,3250000,Terrace,Land,OCR,2021,North-East
113.0,01-05,Resale,1400000,Apartment,Strata,OCR,2021,East
229.7,Ground,Resale,4250000,Terrace,Land,OCR,2024,North-East
40.0,01-05,Resale,600000,Apartment,Strata,RCR,2021,North-East
127.0,01-05,Resale,1000000,Apartment,Strata,OCR,2020,East
112.0,01-05,Resale,1420000,Apartment,Strata,RCR,2021,East
103.0,01-05,Resale,1858000,Apartment,Strata,OCR,2024,East
121.0,01-05,Resale,1980000,Condominium,Strata,OCR,2024,Central
445.3,Ground,Resale,5200000,Detached,Land,OCR,2021,East
111.0,01-05,New Sale,1875000,Apartment,Strata,OCR,2019,East
70.0,01-05,Resale,1080000,Apartment,Strata,OCR,2023,East
169.4,Ground,Resale,3018000,Terrace,Land,RCR,2021,Central
266.9,Ground,Resale,7375000,Terrace,Land,RCR,2023,East
64.0,01-05,Resale,855000,Condominium,Strata,OCR,2024,East
837.8,Ground,Resale,10500000,Detached,Land,RCR,2019,Central
560.1,Ground,Resale,7000000,Detached,Land,OCR,2024,East
366.0,Ground,Resale,4380000,Semi-detached,Land,OCR,2021,East
159.1,Ground,Resale,1900000,Terrace,Land,OCR,2019,North-East
83.0,01-05,Resale,1430000,Apartment,Strata,RCR,2024,East
98.0,01-05,Resale,1280000,Apartment,Strata,RCR,2019,East
39.0,01-05,Resale,750000,Condominium,Strata,OCR,2024,East
372.2,Ground,Resale,5500000,Semi-detached,Land,RCR,2020,Central
205.0,16-20,Resale,2650000,Apartment,Strata,OCR,2023,North-East
395.8,Ground,Resale,5247000,Semi-detached,Land,OCR,2024,North-East
139.0,01-05,Resale,1500000,Condominium,Strata,OCR,2023,North-East
120.8,Ground,Resale,1980000,Terrace,Land,OCR,2019,North-East
113.0,01-05,Resale,1580000,Condominium,Strata,OCR,2024,East
99.0,01-05,Resale,1560000,Apartment,Strata,OCR,2024,North-East
147.0,06-10,Resale,2960000,Condominium,Strata,RCR,2023,East
38.0,01-05,Resale,710000,Apartment,Strata,OCR,2024,East
232.0,06-10,Resale,4330000,Apartment,Strata,RCR,2024,East
277.0,Ground,Resale,4380000,Terrace,Land,RCR,2024,Central
152.5,Ground,Resale,2628000,Terrace,Land,OCR,2024,North-East
255.7,Ground,Resale,3008888,Semi-detached,Land,OCR,2023,East
90.0,11-15,New Sale,2450000,Condominium,Strata,RCR,2024,Central
103.0,01-05,Resale,1380000,Condominium,Strata,OCR,2024,East
116.8,Ground,Resale,4100000,Terrace,Land,RCR,2024,East
104.0,06-10,Resale,1388000,Executive Condominium,Strata,OCR,2024,North-East
44.0,01-05,New Sale,768000,Apartment,Strata,OCR,2020,East
118.0,06-10,Resale,1400000,Apartment,Strata,RCR,2019,Central
197.3,Ground,Resale,2750000,Terrace,Land,OCR,2021,North-East
147.0,01-05,Resale,2000000,Condominium,Strata,OCR,2024,North-East
400.9,Ground,Resale,7800000,Semi-detached,Land,RCR,2023,Central
458.8,Ground,Resale,5280000,Semi-detached,Land,OCR,2024,North-East
98.0,11-15,Resale,1390000,Executive Condominium,Strata,OCR,2023,North-East
101.0,01-05,Resale,1070000,Apartment,Strata,OCR,2021,North-East
150.0,Ground,Resale,2600000,Terrace,Land,OCR,2023,North-East
229.2,Ground,Resale,2475000,Terrace,Land,OCR,2020,North-East
113.0,01-05,Resale,1555000,Condominium,Strata,RCR,2021,East
236.2,Ground,Resale,2580000,Terrace,Land,OCR,2020,East
125.0,06-10,Resale,1820000,Condominium,Strata,OCR,2024,East
143.0,01-05,Resale,440000,Apartment,Strata,OCR,2023,East
199.2,Ground,Resale,3450000,Terrace,Land,OCR,2023,North-East
181.0,01-05,Resale,2350000,Apartment,Strata,OCR,2023,East
93.0,01-05,Resale,1340000,Apartment,Strata,OCR,2023,North-East
167.3,Ground,Resale,3280000,Terrace,Land,OCR,2021,East
95.0,01-05,Resale,1360000,Condominium,Strata,RCR,2024,Central
224.0,06-10,Resale,4960000,Condominium,Strata,RCR,2024,East
104.0,01-05,Resale,1300000,Apartment,Strata,RCR,2021,East
172.0,01-05,Resale,2200000,Apartment,Strata,OCR,2024,East
327.2,Ground,Resale,4180000,Semi-detached,Land,OCR,2021,East
343.6,Ground,Resale,5500000,Terrace,Land,RCR,2023,Central
282.7,Ground,Resale,3850000,Semi-detached,Land,RCR,2019,East
151.5,Ground,Resale,2800000,Terrace,Land,OCR,2021,North-East
101.0,01-05,New Sale,2254000,Apartment,Strata,OCR,2024,East
171.7,Ground,Resale,2450000,Terrace,Land,OCR,2019,North-East
186.0,Ground,Resale,2250000,Terrace,Land,RCR,2019,East
161.3,Ground,Resale,2880000,Terrace,Land,OCR,2021,North-East
88.0,06-10,Resale,1163000,Executive Condominium,Strata,OCR,2024,East
181.2,Ground,Resale,3960000,Terrace,Land,OCR,2023,East
177.0,16-20,New Sale,5746000,Apartment,Strata,RCR,2023,East
494.5,Ground,Resale,7800000,Detached,Land,RCR,2020,East
93.0,01-05,Resale,1400000,Condominium,Strata,OCR,2023,North-East
91.0,01-05,Resale,1100000,Condominium,Strata,OCR,2023,North-East
115.0,01-05,Resale,2350000,Condominium,Strata,OCR,2023,East
107.0,06-10,Resale,2000000,Apartment,Strata,RCR,2024,East
164.0,21-25,Sub Sale,5000000,Apartment,Strata,RCR,2024,East
232.8,Ground,Resale,3600000,Semi-detached,Land,OCR,2024,North-East
56.0,11-15,Resale,1040000,Condominium,Strata,OCR,2024,East
262.5,Ground,Resale,4100000,Semi-detached,Land,OCR,2021,North-East
111.0,11-15,Resale,2130000,Apartment,Strata,RCR,2024,East
146.0,01-05,Resale,2000000,Apartment,Strata,OCR,2022,East
224.0,06-10,Resale,2180000,Condominium,Strata,OCR,2024,East
87.0,01-05,Resale,1050000,Apartment,Strata,OCR,2020,East
94.0,01-05,Resale,1300000,Apartment,Strata,RCR,2019,East
81.0,01-05,Resale,1170000,Apartment,Strata,RCR,2021,East
334.6,Ground,Resale,4280000,Semi-detached,Land,OCR,2021,North-East
204.7,Ground,Resale,4550000,Terrace,Land,OCR,2023,East
101.0,01-05,Resale,1740000,Apartment,Strata,OCR,2024,East
90.0,01-05,Resale,1200000,Condominium,Strata,OCR,2024,North-East
146.0,01-05,Resale,2630000,Condominium,Strata,OCR,2024,East
424.0,Ground,Resale,5200000,Semi-detached,Land,OCR,2023,North-East
109.0,11-15,Resale,1125000,Condominium,Strata,OCR,2020,North-East
111.0,01-05,Resale,1640000,Apartment,Strata,OCR,2024,North-East
328.3,Ground,Resale,3960000,Semi-detached,Land,OCR,2021,East
125.0,01-05,Resale,1670000,Executive Condominium,Strata,OCR,2023,North-East
230.0,Ground,Resale,3125000,Strata Terrace,Strata,OCR,2023,North-East
363.0,Ground,Resale,2800000,Strata Terrace,Strata,OCR,2020,East
108.0,06-10,Resale,1600000,Condominium,Strata,OCR,2024,East
204.8,Ground,Resale,3150000,Terrace,Land,OCR,2020,East
110.0,01-05,Resale,1500000,Apartment,Strata,OCR,2023,North-East
115.0,01-05,Resale,1680000,Condominium,Strata,OCR,2024,Central
218.2,Ground,Resale,4888888,Terrace,Land,RCR,2024,Central
864.7,Ground,Resale,7850000,Detached,Land,OCR,2020,East
314.8,Ground,Resale,5400000,Terrace,Land,OCR,2023,East
152.5,Ground,Resale,2650000,Terrace,Land,OCR,2020,North-East
58.0,06-10,Resale,1180000,Apartment,Strata,RCR,2024,East
207.3,Ground,Resale,4410000,Semi-detached,Land,OCR,2020,North-East
102.0,01-05,Resale,1800000,Condominium,Strata,OCR,2024,East
114.0,01-05,Resale,1488000,Apartment,Strata,RCR,2020,East
560.9,Ground,Resale,5500000,Detached,Land,OCR,2019,North-East
82.0,01-05,Resale,1320000,Condominium,Strata,RCR,2023,Central
56.0,01-05,Resale,940000,Apartment,Strata,RCR,2023,East
55.0,01-05,Resale,928000,Condominium,Strata,OCR,2024,North-East
138.0,16-20,Resale,2100000,Condominium,Strata,RCR,2023,North-East
76.0,06-10,Resale,1348000,Apartment,Strata,RCR,2023,East
68.0,11-15,Resale,1487500,Condominium,Strata,OCR,2024,North-East
111.0,01-05,Resale,1860000,Apartment,Strata,OCR,2024,East
51.0,01-05,Resale,680000,Apartment,Strata,OCR,2019,East
927.0,Ground,Resale,7450000,Detached,Land,OCR,2021,East
173.0,01-05,Resale,2450000,Apartment,Strata,OCR,2024,East
63.9,Ground,Resale,2800000,Terrace,Land,RCR,2024,East
33.0,01-05,Resale,640000,Apartment,Strata,RCR,2023,East
199.0,Ground,Resale,4450000,Terrace,Land,RCR,2024,East
100.0,01-05,Resale,1330000,Condominium,Strata,OCR,2023,East
63.0,01-05,Resale,1270000,Apartment,Strata,RCR,2023,East
39.0,01-05,Resale,710000,Condominium,Strata,OCR,2024,North-East
92.0,01-05,Resale,1260000,Apartment,Strata,OCR,2024,North-East
100.0,11-15,Resale,1490000,Executive Condominium,Strata,OCR,2023,North-East
68.0,01-05,Resale,928000,Apartment,Strata,OCR,2023,East
103.0,16-20,Resale,1568000,Executive Condominium,Strata,OCR,2024,North-East
118.0,01-05,Resale,1618000,Condominium,Strata,RCR,2019,North-East
171.0,01-05,Resale,2110000,Apartment,Strata,RCR,2022,Central
145.7,Ground,Resale,2050000,Terrace,Land,OCR,2020,North-East
180.0,Ground,Resale,2000000,Condominium,Strata,OCR,2022,East
244.0,Ground,Resale,2550000,Strata Terrace,Strata,OCR,2022,North-East
115.0,01-05,Resale,1550000,Condominium,Strata,OCR,2024,East
391.8,Ground,Resale,3180000,Terrace,Land,RCR,2020,North-East
128.0,Ground,Resale,2780000,Terrace,Land,OCR,2021,East
400.9,Ground,Resale,6680000,Detached,Land,OCR,2024,North-East
216.8,Ground,Resale,3100000,Terrace,Land,RCR,2020,North-East
273.0,Ground,Resale,2200000,Strata Terrace,Strata,OCR,2021,North-East
344.6,Ground,Resale,3450000,Terrace,Land,OCR,2020,East
108.0,01-05,Resale,1388888,Apartment,Strata,RCR,2022,East
98.0,01-05,Resale,1340000,Apartment,Strata,OCR,2021,North-East
150.0,Ground,Resale,2680000,Terrace,Land,OCR,2023,North-East
54.0,06-10,Resale,923000,Apartment,Strata,OCR,2024,North-East
287.4,Ground,Resale,4880000,Semi-detached,Land,RCR,2021,Central
38.0,01-05,Resale,725000,Apartment,Strata,OCR,2024,East
120.0,06-10,Resale,1565000,Apartment,Strata,OCR,2023,North-East
223.1,Ground,Resale,4000000,Terrace,Land,OCR,2020,North-East
176.0,01-05,Resale,2210000,Apartment,Strata,RCR,2020,East
105.0,11-15,Resale,1610000,Condominium,Strata,OCR,2024,East
112.0,01-05,Resale,1850000,Condominium,Strata,RCR,2024,East
155.0,01-05,Resale,1900000,Apartment,Strata,RCR,2021,East
147.0,06-10,Resale,2470000,Condominium,Strata,OCR,2024,Central
130.0,01-05,Resale,2580000,Condominium,Strata,OCR,2024,East
305.0,Ground,Resale,2970000,Strata Terrace,Strata,OCR,2021,North-East
196.0,01-05,Resale,1950000,Apartment,Strata,RCR,2020,Central
90.0,01-05,Resale,1270000,Condominium,Strata,OCR,2024,East
88.0,01-05,Resale,1140000,Condominium,Strata,OCR,2024,East
188.0,Ground,Resale,3000000,Strata Terrace,Strata,OCR,2024,North-East
179.8,Ground,Resale,2700000,Terrace,Land,OCR,2023,East
125.0,01-05,Resale,1600000,Condominium,Strata,OCR,2019,East
408.4,Ground,Resale,6000000,Semi-detached,Land,OCR,2021,East
86.0,01-05,Resale,1528000,Condominium,Strata,RCR,2024,East
215.6,Ground,Resale,3000000,Terrace,Land,OCR,2019,North-East
373.2,Ground,Resale,6200000,Detached,Land,RCR,2020,North-East
104.0,06-10,Resale,1340000,Apartment,Strata,RCR,2020,Central
174.0,06-10,Resale,1990000,Apartment,Strata,RCR,2023,Central
188.2,Ground,Resale,3500000,Terrace,Land,RCR,2019,East
673.0,Ground,Resale,12500000,Detached,Land,OCR,2021,Central
84.0,06-10,Resale,1348888,Executive Condominium,Strata,OCR,2024,North-East
103.0,06-10,New Sale,1681000,Executive Condominium,Strata,OCR,2024,East
62.0,11-15,Resale,1060000,Condominium,Strata,OCR,2024,East
245.1,Ground,Resale,3800000,Terrace,Land,OCR,2023,North-East
138.0,01-05,Resale,1425000,Apartment,Strata,OCR,2020,North-East
155.0,16-20,Resale,3600000,Condominium,Strata,RCR,2023,East
408.7,Ground,Resale,4880000,Terrace,Land,OCR,2021,East
161.6,Ground,Resale,2650000,Terrace,Land,OCR,2024,East
130.0,01-05,Resale,1950000,Apartment,Strata,OCR,2023,North-East
1501.6,Ground,Resale,19800000,Detached,Land,RCR,2021,Central
100.0,01-05,Resale,1390000,Executive Condominium,Strata,OCR,2024,North-East
152.7,Ground,Resale,4450000,Terrace,Land,OCR,2024,North-East
72.0,01-05,Resale,1600000,Condominium,Strata,RCR,2024,Central
259.3,Ground,Resale,5718000,Semi-detached,Land,OCR,2024,North-East
414.7,Ground,Resale,8400000,Semi-detached,Land,RCR,2023,Central
64.0,01-05,Resale,1200000,Apartment,Strata,RCR,2024,North-East
123.0,06-10,Resale,1640000,Condominium,Strata,OCR,2023,Central
172.9,Ground,Resale,2450000,Terrace,Land,OCR,2020,East
114.0,01-05,Resale,2400000,Condominium,Strata,OCR,2024,East
87.0,01-05,Resale,1150000,Apartment,Strata,RCR,2019,East
113.0,01-05,Resale,340000,Apartment,Strata,OCR,2021,East
82.0,11-15,Resale,2155000,Condominium,Strata,RCR,2024,East
70.0,01-05,New Sale,1574000,Apartment,Strata,OCR,2019,East
597.0,Ground,Resale,3600000,Strata Terrace,Strata,OCR,2023,North-East
102.0,01-05,Resale,1425000,Apartment,Strata,OCR,2024,North-East
664.4,Ground,Resale,1770000,Detached,Land,RCR,2021,Central
171.4,Ground,Resale,3180000,Terrace,Land,OCR,2023,North-East
270.4,Ground,Resale,3300000,Terrace,Land,OCR,2020,North-East
888.3,Ground,Resale,12500000,Detached,Land,RCR,2021,East
347.2,Ground,Resale,4500000,Semi-detached,Land,OCR,2020,East
42.0,01-05,Sub Sale,1200000,Apartment,Strata,RCR,2024,East
409.0,Ground,Resale,3460000,Strata Semi-detached,Strata,OCR,2023,East
297.5,Ground,Resale,5000000,Semi-detached,Land,RCR,2024,Central
90.0,06-10,Resale,1270000,Apartment,Strata,RCR,2020,East
186.5,Ground,Resale,4480000,Terrace,Land,OCR,2024,North-East
195.0,01-05,Resale,2100000,Condominium,Strata,RCR,2019,East
150.0,11-15,Resale,2100000,Apartment,Strata,OCR,2024,East
117.0,01-05,Resale,1150000,Apartment,Strata,OCR,2021,East
348.8,Ground,Resale,3800000,Semi-detached,Land,OCR,2020,North-East
127.0,06-10,Resale,2550000,Apartment,Strata,RCR,2024,East
38.0,01-05,Resale,720000,Condominium,Strata,OCR,2024,North-East
181.0,01-05,Resale,2195000,Apartment,Strata,RCR,2024,East
51.0,01-05,Resale,655000,Apartment,Strata,RCR,2019,East
351.3,Ground,Resale,7000000,Semi-detached,Land,RCR,2024,North-East
168.2,Ground,Resale,2550000,Terrace,Land,OCR,2024,East
446.0,Ground,Resale,4050000,Strata Semi-detached,Strata,OCR,2024,North-East
167.2,Ground,Resale,5338888,Terrace,Land,RCR,2024,North-East
233.1,Ground,Resale,3555000,Terrace,Land,OCR,2021,East
56.0,01-05,Resale,838000,Apartment,Strata,OCR,2023,North-East
124.0,01-05,Resale,1250000,Apartment,Strata,OCR,2024,East
163.0,11-15,Resale,2000000,Condominium,Strata,RCR,2023,Central
42.0,01-05,Resale,729000,Apartment,Strata,OCR,2023,North-East
71.0,06-10,Sub Sale,1785000,Apartment,Strata,RCR,2024,Central
81.0,01-05,Resale,1420000,Apartment,Strata,OCR,2023,East
178.0,Ground,Resale,1250000,Strata Terrace,Strata,OCR,2020,East
175.0,01-05,Resale,2070000,Apartment,Strata,OCR,2019,East
197.6,Ground,Resale,3028000,Terrace,Land,OCR,2020,East
128.0,01-05,Resale,2075000,Condominium,Strata,RCR,2024,North-East
415.5,Ground,Resale,12860000,Detached,Land,RCR,2024,East
120.2,Ground,Resale,4600000,Terrace,Land,RCR,2024,East
102.0,01-05,Resale,1330000,Apartment,Strata,OCR,2019,East
154.3,Ground,Resale,2600000,Terrace,Land,OCR,2021,North-East
99.0,16-20,Resale,1780000,Apartment,Strata,RCR,2020,East
108.0,01-05,Resale,1480000,Apartment,Strata,OCR,2022,East
106.0,01-05,New Sale,2386850,Apartment,Strata,OCR,2024,North-East
437.0,Ground,Resale,5850000,Semi-detached,Land,RCR,2020,Central
98.0,01-05,Resale,2250000,Apartment,Strata,RCR,2024,East
189.5,Ground,Resale,2200000,Terrace,Land,OCR,2019,East
150.0,Ground,Resale,2500000,Terrace,Land,OCR,2023,North-East
166.8,Ground,Resale,3388888,Terrace,Land,OCR,2024,North-East
369.2,Ground,Resale,1200000,Semi-detached,Land,OCR,2020,East
99.0,01-05,Resale,1490000,Apartment,Strata,RCR,2021,East
321.5,Ground,Resale,5688000,Terrace,Land,RCR,2021,North-East
102.0,16-20,Resale,2020000,Apartment,Strata,RCR,2024,East
133.0,01-05,Resale,3140000,Condominium,Strata,RCR,2023,Central
64.0,11-15,Resale,1250000,Apartment,Strata,OCR,2024,North-East
83.0,01-05,Resale,1300000,Apartment,Strata,RCR,2019,East
94.0,01-05,Resale,1900000,Apartment,Strata,RCR,2023,East
67.0,01-05,Resale,950000,Apartment,Strata,OCR,2021,East
364.0,Ground,Resale,2875000,Strata Terrace,Strata,OCR,2021,North-East
200.0,01-05,Resale,2480000,Apartment,Strata,OCR,2024,East
378.0,Ground,Resale,3050000,Strata Terrace,Strata,RCR,2020,Central
255.0,Ground,Resale,3800000,Terrace,Land,RCR,2020,Central
124.0,11-15,New Sale,1553300,Executive Condominium,Strata,OCR,2019,North-East
146.0,21-25,Resale,2070000,Condominium,Strata,OCR,2024,East
407.0,01-05,Resale,4625000,Condominium,Strata,RCR,2024,Central
135.0,01-05,Resale,1718888,Apartment,Strata,OCR,2020,North-East
116.0,06-10,Resale,2040000,Condominium,Strata,OCR,2024,East
119.0,06-10,Resale,2085000,Apartment,Strata,OCR,2023,North-East
79.0,01-05,Resale,870000,Apartment,Strata,OCR,2021,North-East
90.0,01-05,Resale,1070000,Apartment,Strata,OCR,2019,East
69.0,01-05,Resale,955000,Apartment,Strata,OCR,2020,East
63.0,01-05,Resale,788000,Apartment,Strata,RCR,2019,East
189.7,Ground,Resale,4680800,Terrace,Land,RCR,2023,North-East
384.0,Ground,Resale,2800000,Semi-detached,Land,OCR,2020,North-East
280.2,Ground,Resale,6350000,Terrace,Land,OCR,2023,East
73.0,11-15,Resale,960000,Executive Condominium,Strata,OCR,2024,North-East
